Event DM1_gen DM1_reco DM2_gen DM2_reco Higgs_Charge_gen Higgs_D0_gen Higgs_DZ_gen Higgs_E_gen Higgs_Eta_gen Higgs_IsPU_gen Higgs_Mass_gen Higgs_PID_gen Higgs_PT_gen Higgs_Phi_gen MET_Phi_gen MET_Phi_reco MET_PT_gen MET_PT_reco METcov_xx_reco METcov_xy_reco METcov_yy_reco channel_gen channel_reco jet1_Eta_gen jet1_Eta_reco jet1_Mass_gen jet1_Mass_reco jet1_PT_gen jet1_PT_reco jet1_Phi_gen jet1_Phi_reco jet2_Eta_gen jet2_Eta_reco jet2_Mass_gen jet2_Mass_reco jet2_PT_gen jet2_PT_reco jet2_Phi_gen jet2_Phi_reco tau1_Charge_gen tau1_Charge_reco tau1_D0_gen tau1_DZ_gen tau1_E_gen tau1_Eta_gen tau1_Eta_reco tau1_IsPU_gen tau1_Mass_gen tau1_Mass_reco tau1_PID_gen tau1_PT_gen tau1_PT_reco tau1_Phi_gen tau1_Phi_reco tau2_Charge_gen tau2_Charge_reco tau2_D0_gen tau2_DZ_gen tau2_E_gen tau2_Eta_gen tau2_Eta_reco tau2_IsPU_gen tau2_Mass_gen tau2_Mass_reco tau2_PID_gen tau2_PT_gen tau2_PT_reco tau2_Phi_gen tau2_Phi_reco
66 3prong0pi0 3prong0pi0 1prong0pi0 1prong1pi0 0 0.0 0.0 130.139328003 -1.48813521862 0 125.0 25 15.5592050552 -1.18965888023 0.695047020912 0.86438202858 4.04189062119 18.4003257751 0.0991259187537 -0.00981044225103 0.0933008977005 tt tt 2.7787835598 2.7787835598 10.6512079239 10.6512079239 46.4784355164 46.4784355164 -3.02866601944 -3.02866601944 None -2.62867617607 None 6.40180492401 None 35.8585243225 None -0.57158011198 -1 -1 0.0 0.0 67.7191467285 -0.134110167623 -0.139464199543 0 1.77681994438 2.85639405251 15 67.0915908813 67.8995056152 -2.0185687542 -2.02485370636 1 1 0.0 0.0 62.4201812744 -0.399371087551 -0.390374213457 0 1.77681994438 1.75014400482 -15 57.7295188904 50.4241523743 0.923004567623 0.918107390404
67 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 133.418075562 -0.350458502769 0 125.0 25 43.9163513184 2.38959217072 2.83366298676 -0.460012614727 23.843044281 9.62904548645 0.0915372818896 -0.00762394427651 0.0821433120448 mt mt -2.79741644859 -2.79741644859 5.76689767838 5.76689767838 61.5013084412 61.5013084412 -1.73777675629 -1.73777675629 4.45634555817 4.45634555817 9.40284729004 9.40284729004 57.1470031738 57.1470031738 0.742809295654 0.742809295654 -1 -1 0.0 0.0 58.5249786377 0.792451143265 0.797495484352 0 1.77681994438 None 15 43.9580497742 29.447511673 1.13595855236 1.13655722141 1 1 0.0 0.0 74.8930969238 -0.918735265732 -0.91653418541 0 1.77681994438 2.10126137733 -15 51.5444755554 32.5572967529 -2.94895839691 -2.97068214417
68 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 731.802734375 -2.16623330116 0 125.0 25 163.133682251 -2.86245107651 -0.0686417147517 -0.74080067873 52.7084617615 52.0402183533 0.0696038520117 -0.00303722664372 0.109500389865 mt et None None None None None None None None None None None None None None None None -1 -1 0.0 0.0 392.715637207 -2.90679740906 -0.538031160831 0 1.77681994438 None 15 42.7959327698 67.8613510132 -2.17572712898 0.958747565746 1 1 0.0 0.0 339.087097168 -1.58946609497 -1.591324687 0 1.77681994438 1.57121562958 -15 132.838943481 103.508842468 -3.06815314293 -3.06604528427
69 None None None None 0 0.0 0.0 255.077514648 -0.132552310824 0 125.0 25 220.410873413 -1.82734119892 -1.84397113323 -2.16188597679 133.830047607 123.256607056 0.137107854037 -0.0272964899075 0.114974495296 em em 3.09827065468 3.09827065468 9.49967002869 9.49967002869 105.507164001 105.507164001 1.48562514782 1.48562514782 -2.14414453506 -2.14414453506 21.9605388641 21.9605388641 102.170768738 102.170768738 0.541044414043 0.541044414043 -1 -1 0.0 0.0 116.660758972 -0.694428384304 -0.713260948658 0 1.77681994438 None 15 93.2460250854 39.9499473572 -1.57304155827 -1.5704126358 1 1 0.0 0.0 138.416763306 0.303660035133 0.286628961563 0 1.77681994438 None -15 132.260528564 47.6589660645 -2.00564408302 -2.00876450539
70 1prong0pi0 1prong1pi0 1prong2pi0 1prong2pi0 0 0.0 0.0 317.912200928 -0.710668385029 0 125.0 25 231.377258301 1.17496740818 0.940254092216 0.980424702168 50.6024360657 55.1779518127 0.263182539751 -0.0739113634194 0.124369695573 tt tt -2.36579847336 -2.36579847336 26.0412273407 26.0412273407 188.995681763 188.995681763 -2.04217815399 -2.04217815399 4.10253715515 -1.66439306736 3.87776732445 6.03539705276 23.8128757477 34.2274780273 -1.15122056007 -1.95517039299 -1 -1 0.0 0.0 135.133743286 -0.324720680714 -0.317672431469 0 1.77681994438 2.35882759094 15 128.298309326 121.08265686 1.55431473255 1.55089914799 1 1 0.0 0.0 182.778442383 -0.962443828583 -0.936314880848 0 1.77681994438 10.9421224594 -15 121.844703674 90.5932006836 0.774413764477 0.765897631645
71 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 346.463745117 -2.42696905136 0 125.0 25 56.6256103516 -0.497997075319 0.306040912867 -0.0739381685853 45.9105186462 45.1422119141 0.157972142134 0.00940897472525 0.0810681261348 mt mt 0.0478182733059 0.0478182733059 13.4661417007 13.4661417007 126.696960449 126.696960449 1.84873473644 1.84873473644 -0.846590578556 -0.846590578556 4.36331796646 4.36331796646 69.3631973267 69.3631973267 -1.74770307541 -1.74770307541 1 1 0.0 0.0 155.54284668 -1.34929490089 -1.32507395744 0 1.77681994438 None -15 75.6090393066 28.8241596222 0.348129421473 0.362332314253 -1 -1 0.0 0.0 190.920913696 -1.8791655302 -1.87373948097 0 1.77681994438 3.33949613571 15 56.982421875 59.8724822998 -1.9543813467 -1.93853187561
72 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 465.511535645 2.56335568428 0 125.0 25 68.6892089844 2.21750164032 2.5661175251 2.68850111961 27.3138389587 31.3422985077 0.0848037603046 -0.00701323707615 0.101993234016 mt mt 1.80899000168 1.80899000168 9.47293376923 9.47293376923 82.0570144653 82.0570144653 0.236083626747 0.236083626747 1.99260497093 1.99260497093 5.6531701088 5.6531701088 40.7600860596 40.7600860596 -1.40582323074 -1.40582323074 1 1 0.0 0.0 352.714904785 2.07690882683 2.07130599022 0 1.77681994438 None -15 87.0344085693 55.6966934204 1.6131619215 1.60881662369 -1 -1 0.0 0.0 112.796607971 1.46364557743 1.51517224312 0 1.77681994438 6.0053563118 15 49.5412712097 30.408416748 -2.4357213974 -2.50772929192
73 None None 3prong0pi0 3prong0pi0 0 0.0 0.0 192.212295532 -1.04883694649 0 125.0 25 91.1266555786 1.7451184988 1.75940620899 1.28712248802 42.8441009521 41.1235618591 0.0894934079917 -0.00134462572047 0.0820937215151 et et 0.0944032892585 0.0944032892585 7.91552448273 7.91552448273 52.9239768982 52.9239768982 -2.08724832535 -2.08724832535 None 0.272438675165 None 4.22014141083 None 48.0092201233 None -0.904634416103 1 1 0.0 0.0 51.2264976501 0.359017252922 0.364811658859 0 1.77681994438 None -15 48.0646476746 25.396068573 2.13865041733 2.16302108765 -1 -1 0.0 0.0 140.985809326 -1.69156014919 -1.67509162426 0 1.77681994438 1.77945566177 15 50.2388534546 29.3018913269 1.36948919296 1.382376194
74 3prong0pi0 None 1prong3pi0 3prong0pi0 0 0.0 0.0 820.200134277 1.62000906467 0 125.0 25 308.746520996 1.78896272182 -0.69060999155 -0.308594465256 63.2607879639 60.1504402161 0.238200542654 0.0457520147419 0.0817727589334 tt mt None None None None None None None None None None None None None None None None 1 -1 0.0 0.0 748.680541992 1.51554226875 1.39791321754 0 1.77681994438 None -15 313.807525635 162.692321777 1.83628559113 -1.52155721188 -1 1 0.0 0.0 71.5195388794 2.20513391495 1.51264619827 0 1.77681994438 6.3307466507 15 15.5739021301 214.315994263 -0.0890532135963 1.83544003963
75 None None 1prong0pi0 -1prong1pi0 0 0.0 0.0 606.675720215 -1.90276026726 0 125.0 25 173.241638184 3.05577921867 2.75194120407 2.89530587196 47.9899787903 50.4164886475 0.0766168971025 0.0038552675894 0.154665034166 et et 0.220652371645 0.220652371645 15.4439373016 15.4439373016 131.416442871 131.416442871 -0.0730130448937 -0.0730130448937 -3.65655303001 -3.65655303001 13.7990722656 13.7990722656 64.3622665405 64.3622665405 0.108285017312 0.108285017312 -1 -1 0.0 0.0 463.463592529 -1.73382484913 -1.73524534702 0 1.77681994438 None 15 158.749755859 128.335128784 -2.9087998867 -2.90378761292 1 1 0.0 0.0 143.212097168 -1.61939573288 -1.58551180363 0 1.77681994438 -9.53674316406e-07 -15 54.5729942322 33.1016616821 1.90957486629 1.86524903774
76 None None 3prong1pi0 1prong1pi0 0 0.0 0.0 188.213546753 1.66363668442 0 125.0 25 51.467502594 2.59004449844 -2.94698596001 2.63739418983 22.2831783295 24.6108646393 8.69494194886 0.00307848381905 8.6802418336 et et -1.02573788166 -1.02573788166 3.85069894791 3.85069894791 53.4466171265 53.4466171265 -1.21787166595 -1.21787166595 None None None None None None None None -1 -1 0.0 0.0 52.276802063 0.12348459661 0.145420745015 0 1.77681994438 None 15 51.8507728577 25.7580432892 -2.58290147781 -2.5871026516 1 1 0.0 0.0 135.936737061 1.56510841846 1.57778847218 0 1.77681994438 1.45019984245 -15 54.4543571472 51.02759552 1.56838643551 1.59397125244
77 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 422.328094482 1.56082737446 0 125.0 25 162.247360229 -1.88821947575 1.44583511353 0.693288147449 18.0580196381 7.11727333069 0.0942214107826 -0.00342484995126 0.0758614471239 mt mt None -0.28302949667 None 14.1263160706 None 68.2559280396 None 1.66542088985 None None None None None None None None -1 -1 0.0 0.0 174.029159546 1.80374407768 1.78953826427 0 1.77681994438 None 15 55.8023033142 25.806230545 -0.877059996128 -0.864247202873 1 1 0.0 0.0 248.298934937 1.16810011864 1.17410540581 0 1.77681994438 1.88172137737 -15 140.801956177 56.3459205627 -2.23073601723 -2.23174190521
78 None None 1prong1pi0 7prong4pi0 0 0.0 0.0 313.990570068 2.66309428215 0 125.0 25 39.9764175415 -2.41772556305 -2.66436648369 -0.585469245911 13.0964193344 26.3439464569 0.0891688295316 0.0111667320901 0.105182515717 mt mt 1.91050159931 1.91050159931 6.23444747925 6.23444747925 77.2879104614 77.2879104614 -0.437094062567 -0.437094062567 None 0.832248628139 None 14.3820133209 None 56.468334198 None 2.64826822281 1 1 0.0 0.0 158.546234131 1.28159725666 1.29889523983 0 1.77681994438 None -15 81.7200927734 39.8166427612 -2.24467015266 -2.23470973969 -1 -1 0.0 0.0 155.444351196 1.96096527576 2.11128139496 0 1.77681994438 11.4703083038 15 42.8967094421 47.3424377441 1.05808973312 1.12668049335
79 1prong0pi0 3prong0pi0 1prong0pi0 -1prong1pi0 0 0.0 0.0 568.261047363 2.50370597839 0 125.0 25 90.0673904419 -1.01214981079 -1.59441113472 -1.47588002682 50.6740074158 34.536895752 0.0844793701285 0.00518520421508 0.10320642521 tt tt 4.14624118805 4.14624118805 17.1754589081 17.1754589081 73.1131820679 73.1131820679 2.68283247948 2.68283247948 -0.238626599312 -0.238626599312 1.6698871851 1.6698871851 24.5000991821 24.5000991821 1.14607799053 1.14607799053 1 -1 0.0 0.0 343.91305542 2.06106877327 1.86518418789 0 1.77681994438 4.12314605713 -15 86.1744766235 58.3673400879 -1.79335796833 0.129027068615 -1 1 0.0 0.0 224.348022461 1.87541377544 2.09588766098 0 1.77681994438 -1.90734863281e-06 15 67.2000579834 40.3971557617 0.114449940622 -1.81060802937
80 None None None None 0 0.0 0.0 498.094604492 -2.31749391556 0 125.0 25 94.0906906128 -1.36511421204 0.501196563244 0.272365063429 36.6538352966 56.2056541443 0.06687396 0 0.06687396 em em None None None None None None None None None None None None None None None None -1 -1 0.0 0.0 159.641052246 -2.0135614872 -1.37308609486 0 1.77681994438 None 15 41.8789405823 36.6563072205 3.05396533012 2.93079471588 1 1 0.0 0.0 338.453552246 -1.75620543957 -1.76072633266 0 1.77681994438 None -15 113.51399231 29.4315643311 -1.00415074825 -1.01616406441
81 None None 1prong2pi0 3prong1pi0 0 0.0 0.0 382.126983643 -1.68871796131 0 125.0 25 129.028045654 -2.8544754982 -2.85802340508 -2.77585625648 45.1782264709 49.8319168091 0.0846662128656 -0.000971137515455 0.0973574604144 mt mt None -1.51020526886 None 11.581284523 None 53.6927871704 None 0.231461435556 None -2.87166595459 None 5.29116630554 None 37.7253646851 None 2.67789840698 1 1 0.0 0.0 319.603790283 -1.37742519379 -1.37383615971 0 1.77681994438 None -15 151.579727173 96.7281646729 -2.97263240814 -2.97416710854 -1 -1 0.0 0.0 62.52318573 -1.44355428219 -1.45493805408 0 1.77681994438 1.89948320389 15 27.9519557953 23.6286392212 -0.406417250633 -0.377056896687
82 1prong0pi0 None 3prong1pi0 3prong1pi0 0 0.0 0.0 153.455032349 0.310324519873 0 125.0 25 84.8931655884 1.02198767662 -2.57537817955 -2.61763501167 27.0930423737 44.8028182983 0.147698131361 -0.0291199554808 0.0831456609605 tt et None None None None None None None None None None None None None None None None -1 -1 0.0 0.0 117.461257935 0.125366449356 -0.751802027225 0 1.77681994438 None 15 116.53087616 96.1574172974 1.14292323589 -1.62465655804 1 1 0.0 0.0 35.9937705994 0.350918680429 0.341093599796 0 1.77681994438 1.3200097084 -15 33.8445396423 31.0952415466 -1.69124257565 -1.70015895367
83 None None 1prong1pi0 5prong3pi0 0 0.0 0.0 154.456924438 1.35240006447 0 125.0 25 43.9869842529 -1.62596154213 -1.87649941444 -2.34334254265 15.9938306808 37.8324661255 0.104695535086 -0.00361737695274 0.10535293165 et et 0.589527487755 0.589527487755 15.7712259293 15.7712259293 80.2612380981 80.2612380981 1.93111455441 1.93111455441 None 1.19425606728 None 12.480014801 None 42.5692405701 None -1.35581469536 -1 -1 0.0 0.0 107.642341614 0.806143164635 0.803563952446 0 1.77681994438 None 15 80.1447601318 54.5528259277 -2.11442923546 -2.10664463043 1 1 0.0 0.0 46.8145828247 0.162097409368 0.261986970901 0 1.77681994438 21.9627971649 -15 46.1729125977 94.583984375 0.563690960407 0.415128678083
84 None None None 1prong1pi0 0 0.0 0.0 564.478942871 -1.25599813461 0 125.0 25 290.013427734 -2.55415534973 -2.997153759 -2.92148923874 69.2890167236 77.5207519531 0.174087495503 -0.0728059631975 0.141085996352 mm mt -1.19746828079 -0.714972198009 3.32007718086 23.2600898743 197.763534546 70.6822280884 0.841209232807 -1.35317611694 None None None None None None None None 1 1 0.0 0.0 524.568237305 -1.31764245033 -1.3241686821 0 1.77681994438 None -15 262.127166748 85.2510147095 -2.64521765709 -2.63814020157 -1 -1 0.0 0.0 39.9107093811 -0.352356016636 -1.19746828079 0 1.77681994438 3.32007718086 15 37.5179252625 197.763534546 -1.86569738388 0.841209232807
85 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 518.854370117 0.386116683483 0 125.0 25 468.232818604 -0.38261154294 -0.336677759886 -0.332778602839 123.673576355 94.2072296143 0.29405453181 0.433278691721 0.961757382961 mt mt 1.09250855446 1.09250855446 20.2833480835 20.2833480835 489.6171875 489.6171875 2.71342492104 2.71342492104 -2.57357001305 -2.57357001305 7.22143745422 7.22143745422 57.9993667603 57.9993667603 -0.840813577175 -0.840813577175 1 1 0.0 0.0 278.949554443 0.468864679337 0.47156098485 0 1.77681994438 None -15 250.861129761 170.515640259 -0.15071053803 -0.151335522532 -1 -1 0.0 0.0 239.904846191 0.270440101624 0.274890184402 0 1.77681994438 0.475031495094 15 231.385055542 188.552597046 -0.634437859058 -0.63170415163
86 1prong2pi0 3prong2pi0 3prong0pi0 1prong1pi0 0 0.0 0.0 218.554351807 -3.0439286232 0 125.0 25 17.0456466675 -2.07369065285 -1.36126244068 -2.30385804176 5.59349536896 22.0899085999 0.109609381994 -0.0315134982696 0.135008897465 tt tt -0.528086960316 -0.528086960316 16.8205394745 16.8205394745 127.44355011 127.44355011 0.708136200905 0.708136200905 -3.09139966965 -0.0202755331993 4.88829040527 6.2121796608 37.4243965149 46.4619598389 -2.08105349541 -2.80329251289 -1 -1 0.0 0.0 81.4798049927 -0.792799413204 -0.782128870487 0 1.77681994438 4.44783830643 15 61.1989898682 55.6485595703 3.03253865242 3.03492069244 1 1 0.0 0.0 137.074539185 -1.52652180195 -1.54625022411 0 1.77681994438 3.94554138184 -15 56.8793296814 41.1663703918 -0.38945171237 -0.403213888407
87 None None 1prong0pi0 1prong0pi0 0 0.0 0.0 546.739868164 1.68880701065 0 125.0 25 190.168563843 -2.46978116035 -2.56001830101 -2.3238568306 87.9636154175 57.5280227661 0.0989335606758 -0.0137332897083 0.120507964822 mt mt -1.12876212597 -1.12876212597 18.0560684204 18.0560684204 110.281654358 110.281654358 0.258346617222 0.258346617222 3.04751467705 3.04751467705 12.7176837921 12.7176837921 73.223777771 73.223777771 1.43218719959 1.43218719959 1 1 0.0 0.0 436.198669434 1.49454045296 1.5014462471 0 1.77681994438 None -15 186.342880249 98.1352157593 -2.68574595451 -2.68235111237 -1 -1 0.0 0.0 110.54119873 1.65494573116 1.6597776413 0 1.77681994438 -1.34869912927e-06 15 40.7555236816 27.8733348846 -1.10042560101 -1.07403981686
88 1prong1pi0 None 1prong1pi0 1prong1pi0 0 0.0 0.0 129.39956665 -0.275265961885 0 125.0 25 32.2265052795 0.892693400383 -2.33260035515 -2.56091928482 34.3476791382 34.4126853943 0.0799101499874 -0.00520803404327 0.0940623747736 tt et None 1.56272566319 None 3.52485084534 None 39.0296401978 None -1.11286616325 None None None None None None None None -1 1 0.0 0.0 78.1726837158 -0.384557425976 -1.53600490093 0 1.77681994438 None 15 72.709602356 38.3589401245 0.383216351271 1.94983828068 1 -1 0.0 0.0 51.2268791199 0.405034095049 -0.386561095715 0 1.77681994438 0.833648681641 -15 47.2657279968 72.4727325439 -3.09736728668 0.38701274991
89 None None None None 0 0.0 0.0 204.209136963 1.36007976532 0 125.0 25 77.763633728 -2.39710330963 -2.55643463135 -2.15269041061 15.9307079315 12.7968244553 0.103065187758 -0.0123373396584 0.0815097619246 em em 2.22603654861 2.22603654861 10.6562242508 10.6562242508 91.994430542 91.994430542 0.997720003128 0.997720003128 -0.611606240273 -0.611606240273 7.16694688797 7.16694688797 54.7154655457 54.7154655457 -1.35911107063 -1.35911107063 1 1 0.0 0.0 71.2467880249 0.633895158768 0.628148674965 0 1.77681994438 None -15 58.9739723206 48.7115058899 -1.06506633759 -1.07459747791 -1 -1 0.0 0.0 132.962356567 1.00598275661 1.0122808218 0 1.77681994438 None 15 85.7667999268 67.4627456665 -3.12875890732 -3.13419866562
90 1prong1pi0 None 1prong0pi0 1prong1pi0 0 0.0 0.0 309.300231934 -0.699357151985 0 125.0 25 225.488525391 -1.74227249622 2.02705001831 2.10243487358 38.2037658691 42.2905426025 0.094888970177 -0.00573693898377 0.0807340763432 tt et None 0.194324463606 None 4.62141942978 None 28.2718086243 None 0.172910183668 None None None None None None None None 1 1 0.0 0.0 220.518081665 -0.775654256344 0.490173369646 0 1.77681994438 None -15 167.535064697 53.7213401794 -2.059278965 1.52171933651 -1 -1 0.0 0.0 88.7821578979 -0.32024243474 -0.35055577755 0 1.77681994438 4.05713891983 15 84.3994598389 46.2481765747 -1.07508480549 -1.05966961384
91 None None 1prong0pi0 1prong1pi0 0 0.0 0.0 145.535720825 -0.648433029652 0 125.0 25 61.2104949951 0.0293312501162 0.878138482571 2.33944106102 25.9285945892 29.2303028107 0.0951276296836 0.00387323681765 0.0878061018877 mt mt None 2.98342823982 None 4.62138795853 None 44.4436073303 None -2.02692079544 None 3.60125756264 None 4.16241598129 None 37.5795593262 None -1.17116332054 -1 -1 0.0 0.0 60.8700218201 0.36964148283 0.359020888805 0 1.77681994438 None 15 56.9115600586 30.1487903595 1.00203049183 1.00897943974 1 1 0.0 0.0 84.6656951904 -0.988398969173 -1.00370752811 0 1.77681994438 3.79881429672 -15 55.3411216736 51.5931663513 -0.986388206482 -0.999079406261
92 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 285.471069336 0.899347484112 0 125.0 25 179.172027588 -2.45937013626 -2.17212080956 -2.11483430862 113.99571991 94.9177322388 0.104873133575 -0.0270404379292 0.114693860266 mt mt 1.58730459213 1.58730459213 28.9353351593 28.9353351593 122.769744873 122.769744873 0.752874314785 0.752874314785 None 2.31377053261 None 9.0029296875 None 32.9020004272 None 0.350323736668 1 1 0.0 0.0 224.684860229 0.870674133301 0.886157870293 0 1.77681994438 None -15 160.073135376 45.9468765259 -2.15444731712 -2.15671181679 -1 -1 0.0 0.0 60.7862129211 0.459261775017 0.460072696209 0 1.77681994438 1.67362177372 15 54.8710670471 47.3517532349 2.75668668747 2.72985363007

