Event DM1_gen DM1_reco DM2_gen DM2_reco Higgs_Charge_gen Higgs_D0_gen Higgs_DZ_gen Higgs_E_gen Higgs_Eta_gen Higgs_IsPU_gen Higgs_Mass_gen Higgs_PID_gen Higgs_PT_gen Higgs_Phi_gen MET_Phi_gen MET_Phi_reco MET_PT_gen MET_PT_reco METcov_xx_reco METcov_xy_reco METcov_yy_reco channel_gen channel_reco jet1_Eta_gen jet1_Eta_reco jet1_Mass_gen jet1_Mass_reco jet1_PT_gen jet1_PT_reco jet1_Phi_gen jet1_Phi_reco jet2_Eta_gen jet2_Eta_reco jet2_Mass_gen jet2_Mass_reco jet2_PT_gen jet2_PT_reco jet2_Phi_gen jet2_Phi_reco tau1_Charge_gen tau1_Charge_reco tau1_D0_gen tau1_DZ_gen tau1_E_gen tau1_Eta_gen tau1_Eta_reco tau1_IsPU_gen tau1_Mass_gen tau1_Mass_reco tau1_PID_gen tau1_PT_gen tau1_PT_reco tau1_Phi_gen tau1_Phi_reco tau2_Charge_gen tau2_Charge_reco tau2_D0_gen tau2_DZ_gen tau2_E_gen tau2_Eta_gen tau2_Eta_reco tau2_IsPU_gen tau2_Mass_gen tau2_Mass_reco tau2_PID_gen tau2_PT_gen tau2_PT_reco tau2_Phi_gen tau2_Phi_reco
31 1prong0pi0 3prong1pi0 1prong0pi0 3prong1pi0 0 0.0 0.0 446.901489258 -0.489940643311 0 125.0 25 382.259735107 0.185967743397 0.203493282199 0.133182898164 171.805801392 133.485229492 0.106573688763 -0.00899809260625 0.622454253352 tt tt 2.69015407562 2.69015407562 42.4610786438 42.4610786438 280.458770752 280.458770752 -3.09978103638 -3.09978103638 -1.60823345184 -1.44669890404 9.16768455505 8.58220767975 94.9465637207 134.889297485 -0.476175665855 2.81836867332 1 1 0.0 0.0 330.823669434 -0.312280237675 -0.331265330315 0 1.77681994438 16.0945835114 -15 315.318786621 184.776229858 0.191974520683 0.21552246809 -1 -1 0.0 0.0 116.077804565 -1.14687871933 -1.13304030895 0 1.77681994438 4.44559431076 15 66.9734420776 50.1695747375 0.157683551311 0.148607298732
32 3prong0pi0 3prong1pi0 1prong1pi0 3prong1pi0 0 0.0 0.0 234.254776001 1.61460852623 0 125.0 25 75.8358306885 3.06380176544 2.69830393791 2.7166967392 31.2493457794 39.6174812317 0.0945939068106 0.00767793427706 0.0911057629042 tt tt 1.61364102364 1.61364102364 7.36179637909 7.36179637909 64.0101776123 64.0101776123 -0.613891780376 -0.613891780376 -2.42197299004 -2.42197299004 3.07442975044 3.07442975044 26.2088775635 26.2088775635 0.518260121346 0.518260121346 -1 -1 0.0 0.0 117.342910767 0.942427992821 0.931703865528 0 1.77681994438 4.50430822372 15 79.3870239258 54.6543197632 2.18968892097 2.19536542892 1 1 0.0 0.0 116.911857605 1.17746388912 1.18713772297 0 1.77681994438 5.23048782349 -15 65.7805862427 52.12134552 -2.03671336174 -2.01328969002
33 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 410.882202148 2.02664637566 0 125.0 25 101.395828247 0.322754383087 0.60499560833 0.851627230644 54.2684783936 50.9495429993 0.0824678916015 -0.00336923204258 0.0937834749399 mt mt 0.890825867653 0.890825867653 14.2800378799 14.2800378799 74.3176345825 74.3176345825 -2.70898652077 -2.70898652077 -2.28583574295 -2.28583574295 2.69385123253 2.69385123253 24.0194091797 24.0194091797 -2.36330628395 -2.36330628395 1 1 0.0 0.0 311.902618408 1.85282433033 1.84131574631 0 1.77681994438 None -15 95.460319519 42.3489761353 0.903984963894 0.892308473587 -1 -1 0.0 0.0 98.9795913696 1.15573585033 1.15023136139 0 1.77681994438 1.34919846058 15 56.6934242249 51.4861030579 -0.85695296526 -0.871401906013
34 1prong1pi0 1prong1pi0 1prong1pi0 1prong1pi0 0 0.0 0.0 287.177886963 -2.87621331215 0 125.0 25 29.0447654724 -2.29263973236 -1.2822715044 -1.57526922226 11.8493432999 7.08763360977 0.0942442578102 0.00808428905426 0.112009028137 tt tt 1.26742744446 1.26742744446 7.35689353943 7.35689353943 74.5897827148 74.5897827148 0.205291822553 0.205291822553 -1.82875919342 -2.60897946358 4.15818357468 5.28438711166 55.8183670044 43.7674713135 2.54151248932 2.67786455154 1 1 0.0 0.0 101.791648865 -1.0809892416 -1.08678531647 0 1.77681994438 2.68233060837 -15 61.9292144775 62.1823539734 -1.10367298126 -1.0887863636 -1 -1 0.0 0.0 185.38621521 -1.83370447159 -1.82875919342 0 1.77681994438 4.15818357468 15 57.7784729004 55.8183670044 2.52323818207 2.54151248932
35 None 3prong2pi0 1prong2pi0 1prong2pi0 0 0.0 0.0 160.040496826 -0.1371704638 0 125.0 25 99.0068664551 -2.43090653419 2.80785489082 -2.94566941261 24.742647171 69.3268890381 0.145255606565 -0.0511827485379 0.191757402457 et tt 0.285488247871 0.285488247871 18.487991333 18.487991333 166.412948608 166.412948608 0.404649227858 0.404649227858 None -1.73181331158 None 9.50014400482 None 62.780254364 None 1.06676089764 -1 -1 0.0 0.0 93.9437866211 -0.133157804608 -0.137148693204 0 1.77681994438 1.29286587238 15 93.1003799438 90.8387756348 -1.73139965534 -1.7301145792 1 1 0.0 0.0 66.0967025757 -0.0180083923042 -0.014426513575 0 1.77681994438 2.7741420269 -15 66.0621032715 46.0972290039 2.7153301239 2.71827793121
36 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 503.413238525 -1.83689510822 0 125.0 25 151.529632568 -2.52938842773 -2.85033512115 -2.97609639168 90.0220108032 75.9886398315 0.108581805486 0.00302974432056 0.0898930870612 mt mt 2.634516716 2.634516716 6.86656475067 6.86656475067 54.065662384 54.065662384 1.61241924763 1.61241924763 -2.70109605789 -2.70109605789 8.68650436401 8.68650436401 49.6960296631 49.6960296631 -0.864256799221 -0.864256799221 -1 -1 0.0 0.0 313.385467529 -1.49217033386 -1.48192989826 0 1.77681994438 None 15 134.163497925 45.576839447 -2.93496799469 -2.93877077103 1 1 0.0 0.0 190.027770996 -1.81999731064 -1.81397509575 0 1.77681994438 1.32026970387 -15 60.001083374 59.804058075 -1.44882321358 -1.44549465179
37 3prong0pi0 3prong0pi0 1prong1pi0 1prong3pi0 0 0.0 0.0 192.764541626 0.905244350433 0 125.0 25 102.011062622 -1.54649317265 -1.66076433659 -1.16511893272 10.9785737991 15.3631420135 0.106655416212 0.00538988448339 0.0822066837617 tt tt -3.43666148186 -3.43666148186 7.28156709671 7.28156709671 67.5747070312 67.5747070312 2.0671954155 2.0671954155 1.60833179951 1.60833179951 5.1572227478 5.1572227478 38.1154670715 38.1154670715 0.99666172266 0.99666172266 1 1 0.0 0.0 69.5402450562 -0.180792570114 -0.181718036532 0 1.77681994438 1.16409003735 -15 68.3966827393 57.3209342957 -1.69160401821 -1.7031288147 -1 -1 0.0 0.0 123.224304199 1.90935742855 1.89028418064 0 1.77681994438 5.92368221283 15 35.7293930054 44.4266319275 -1.26601874828 -1.23233938217
38 None None 3prong0pi0 3prong0pi0 0 0.0 0.0 214.420471191 -0.595803558826 0 125.0 25 147.290496826 0.242440208793 0.207534387708 0.296129018068 52.5589179993 74.4778366089 0.086975551891 -0.0229485043384 0.131321853716 et et -2.5578994751 -2.5578994751 10.2146577835 10.2146577835 92.0448455811 92.0448455811 -2.62312173843 -2.62312173843 None -0.216461375356 None 7.23804521561 None 78.4572143555 None -3.04399037361 1 1 0.0 0.0 115.786567688 -1.22903060913 -1.24189198017 0 1.77681994438 None -15 62.4030303955 39.6654129028 -0.285145252943 -0.283002465963 -1 -1 0.0 0.0 98.6339111328 0.0454000532627 0.0378153584898 0 1.77681994438 0.900812327862 15 98.5163574219 68.0777740479 0.567007303238 0.570880651474
39 3prong0pi0 5prong0pi0 1prong2pi0 9prong1pi0 0 0.0 0.0 285.041687012 -0.0083693601191 0 125.0 25 256.162384033 -0.455628961325 -0.439944952726 -0.293907225132 70.0329055786 85.2586212158 0.120429836748 0.0701163624957 0.330182147145 tt tt 1.74751424789 1.74751424789 25.3165302277 25.3165302277 221.184738159 221.184738159 2.97388267517 2.97388267517 -1.49124455452 -1.49124455452 8.67772674561 8.67772674561 82.7910919189 82.7910919189 1.87852180004 1.87852180004 -1 -1 0.0 0.0 161.730911255 0.391491502523 0.390879899263 0 1.77681994438 4.05420160294 15 150.072998047 116.369239807 -0.492622077465 -0.492437839508 1 1 0.0 0.0 123.310775757 -0.5575543046 -0.540218532085 0 1.77681994438 9.93527698517 -15 106.337013245 86.0067596436 -0.403408885002 -0.39404720068
40 None None None None 0 0.0 0.0 240.420913696 2.23790001869 0 125.0 25 43.3257904053 -2.80459976196 -3.13604426384 -3.11223268509 33.8823509216 24.4974994659 0.0790048132029 -0.00185315150608 0.0725013703887 em em None 2.09323525429 None 4.60732984543 None 48.2405662537 None 1.26512658596 None None None None None None None None -1 -1 0.0 0.0 150.275253296 1.33098769188 1.34970068932 0 1.77681994438 None 15 74.2232131958 20.7506103516 2.61454129219 2.60494327545 1 1 0.0 0.0 90.1456604004 1.03959107399 1.05767643452 0 1.77681994438 None -15 56.654800415 26.0425510406 -1.14769673347 -1.16090655327
41 None None None None 0 0.0 0.0 309.365722656 2.13863968849 0 125.0 25 65.7675628662 -0.135841518641 -0.734617054462 -0.769900262356 24.3742733002 28.0947284698 0.0815672119663 -0.00799150233213 0.095854909452 em em 3.24704766273 3.24704766273 9.6549539566 9.6549539566 83.8040390015 83.8040390015 -2.86944293976 -2.86944293976 -3.89670848846 -3.89670848846 5.73543548584 5.73543548584 51.4337768555 51.4337768555 1.39845895767 1.39845895767 1 1 0.0 0.0 75.5894546509 0.72141379118 0.699279129505 0 1.77681994438 None -15 59.4231643677 34.2722396851 -0.935877382755 -0.923800826073 -1 -1 0.0 0.0 233.776260376 2.24235415459 2.24994969368 0 1.77681994438 None 15 49.1025810242 45.6719360352 0.915647566319 0.912466466427
42 None None 3prong0pi0 3prong1pi0 0 0.0 0.0 293.624755859 -0.744566977024 0 125.0 25 205.922775269 0.143030494452 0.67153942585 0.538595199585 88.3405761719 82.218460083 0.0893928868328 0.0109500790879 0.221029907449 mt mt 0.484720110893 0.484720110893 11.8864965439 11.8864965439 147.339370728 147.339370728 -3.08216381073 -3.08216381073 None 1.34584665298 None 7.98870229721 None 65.7794036865 None -2.86290049553 1 1 0.0 0.0 146.876190186 -0.618986666203 -0.612796127796 0 1.77681994438 None -15 122.615982056 33.0132064819 0.676397800446 0.673688352108 -1 -1 0.0 0.0 146.748550415 -0.682640850544 -0.67248159647 0 1.77681994438 6.32738828659 15 118.128395081 117.914405823 -0.412919908762 -0.423457503319
43 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 464.35949707 -1.94897258282 0 125.0 25 124.853645325 -2.79317545891 -2.76382637024 -2.84044456482 59.7506942749 79.3484420776 0.0840621344477 -0.0113115058056 0.112493094635 et et -1.96751976013 -1.96751976013 10.2256975174 10.2256975174 98.6314239502 98.6314239502 0.329493701458 0.329493701458 2.97916984558 0.275369018316 5.76930332184 5.73240470886 24.773897171 27.1818389893 2.65409660339 0.511330068111 -1 -1 0.0 0.0 363.935333252 -1.76508581638 -1.77518987656 0 1.77681994438 None 15 121.043121338 62.7869415283 3.06955599785 3.06663203239 1 1 0.0 0.0 100.42414856 -1.28855097294 -1.29894292355 0 1.77681994438 1.5579584837 -15 51.4493331909 28.6270198822 -1.50510263443 -1.52202141285
44 None None 1prong2pi0 1prong3pi0 0 0.0 0.0 163.118301392 -0.411020129919 0 125.0 25 96.528717041 -1.23706066608 -1.14163029194 -1.15052938461 93.7359085083 80.7868499756 0.12561311843 0.0131031741098 0.0814382350345 et et 0.618613600731 0.618613600731 14.6711177826 14.6711177826 104.733024597 104.733024597 1.81360030174 1.81360030174 -2.03707170486 -2.03707170486 7.35993480682 7.35993480682 51.1794548035 51.1794548035 -1.30578565598 -1.30578565598 -1 -1 0.0 0.0 124.810157776 -0.12858119607 -0.118927061558 0 1.77681994438 None 15 123.772918701 29.7878036499 -1.14331030846 -1.15412199497 1 1 0.0 0.0 38.3081512451 -0.773922860622 -0.746438324451 0 1.77681994438 5.03772974014 -15 29.1063461304 38.510345459 2.31395959854 2.26417303085
45 1prong2pi0 3prong1pi0 1prong0pi0 -1prong1pi0 0 0.0 0.0 324.328460693 2.18411755562 0 125.0 25 66.5391082764 -2.8456659317 2.93423366547 -2.67935037613 20.973361969 24.6485691071 0.0888698502253 0.00431867624862 0.0908766054045 tt tt 4.30782651901 4.30782651901 5.74821615219 5.74821615219 52.2249603271 52.2249603271 -0.124056003988 -0.124056003988 -1.60116386414 -1.60116386414 4.67334890366 4.67334890366 32.3970718384 32.3970718384 1.49452221394 1.49452221394 -1 1 0.0 0.0 126.083206177 1.1369972229 1.90173995495 0 1.77681994438 4.23794794083 15 73.3358306885 51.1337547302 2.57081866264 -1.58929657936 1 -1 0.0 0.0 198.245254517 1.881118536 1.14337849617 0 1.77681994438 1.35341250896 -15 59.0584411621 51.0681533813 -1.6035823822 2.58373045921
46 None None 1prong2pi0 1prong4pi0 0 0.0 0.0 373.060028076 1.31381678581 0 125.0 25 176.226043701 -2.85679340363 -3.01493453979 -2.94494986534 73.6497039795 61.8177337646 0.13534523387 -0.0457809114291 0.150465990061 et et 0.766162037849 0.766162037849 18.2819652557 18.2819652557 149.068847656 149.068847656 0.819388151169 0.819388151169 2.58341002464 2.58341002464 15.7939758301 15.7939758301 79.8364181519 79.8364181519 -0.542586028576 -0.542586028576 1 1 0.0 0.0 103.993476868 0.553720891476 0.573294997215 0 1.77681994438 None -15 89.8486404419 37.0236320496 3.11404085159 3.11829781532 -1 -1 0.0 0.0 269.06652832 1.70335268974 1.7134462595 0 1.77681994438 9.28109741211 15 94.8331222534 86.8645553589 -2.56136965752 -2.54595446587
47 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 230.282028198 1.02603256702 0 125.0 25 122.858070374 1.29458761215 1.35941028595 1.36481297016 65.766494751 73.927116394 0.158322273946 -0.00428539842888 0.0911793532414 mt mt 0.605113625526 0.605113625526 20.5736045837 20.5736045837 129.595748901 129.595748901 -1.72621095181 -1.72621095181 None -0.0459612756968 None 6.52738285065 None 61.6617774963 None -1.10148155689 -1 -1 0.0 0.0 91.4404144287 0.200935333967 0.203445568681 0 1.77681994438 None 15 89.6080932617 36.3852310181 1.5884885788 1.60961353779 1 1 0.0 0.0 138.84161377 1.78596687317 1.79368507862 0 1.77681994438 0.532193422318 -15 45.2733383179 28.2471942902 0.68397372961 0.714536905289
48 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 158.906066895 0.222405984998 0 125.0 25 95.7353668213 -2.1547472477 -2.3285241127 -2.25220155716 25.3852882385 14.5198526382 0.132008209795 -0.0215463024162 0.0797893533664 mt mt -0.923314452171 -0.923314452171 5.26175785065 5.26175785065 121.189064026 121.189064026 1.2028400898 1.2028400898 None None None None None None None None 1 1 0.0 0.0 55.9025764465 -1.02442288399 -1.0177205801 0 1.77681994438 None -15 35.5379142761 21.888250351 -3.09846162796 -3.09128975868 -1 -1 0.0 0.0 103.003494263 0.736626923084 0.770487070084 0 1.77681994438 2.30707979202 15 80.2212371826 59.7965011597 -1.78785598278 -1.80535650253
49 1prong1pi0 1prong2pi0 1prong2pi0 1prong1pi0 0 0.0 0.0 205.795013428 1.01919257641 0 125.0 25 104.400314331 -1.24523580074 0.934785366058 1.36945903301 35.073387146 48.9174308777 0.128923088065 -0.0328724675564 0.165804994878 tt tt 0.872964739799 -0.772319436073 12.4150066376 8.01022720337 136.011871338 85.3522338867 0.417059183121 -3.12501502037 None -2.24371981621 None 5.20871353149 None 32.135799408 None 3.08163690567 1 -1 0.0 0.0 136.766387939 0.655175507069 0.872964739799 0 1.77681994438 12.4150066376 -15 111.872619629 136.011871338 -1.71046340466 0.417059183121 -1 1 0.0 0.0 69.0286331177 0.835297822952 0.654112040997 0 1.77681994438 1.19878363609 15 50.3830337524 104.53754425 0.2377679497 -1.71977746487
50 None None 3prong0pi0 5prong0pi0 0 0.0 0.0 164.995330811 1.10155522823 0 125.0 25 64.465637207 -2.70646715164 -2.51434993744 -2.17605042458 19.6186027527 25.741361618 0.0881835366259 -0.00633992562172 0.0797226036606 et et 2.77433657646 2.77433657646 15.7370042801 15.7370042801 63.3673591614 63.3673591614 0.893024027348 0.893024027348 -1.95431828499 -1.95431828499 5.19281053543 5.19281053543 29.6920776367 29.6920776367 -1.5559926033 -1.5559926033 -1 -1 0.0 0.0 107.856933594 1.02309751511 1.01728487015 0 1.77681994438 None 15 68.6614151001 49.8415870667 2.69346857071 2.68240857124 1 1 0.0 0.0 57.1383972168 0.0545241832733 0.0794795304537 0 1.77681994438 3.27722787857 -15 57.0259780884 42.0418052673 -1.51072883606 -1.51174485683
51 None None 1prong0pi0 3prong0pi0 0 0.0 0.0 154.611312866 0.839695930481 0 125.0 25 66.2365570068 3.05610561371 2.4462864399 1.69845080376 29.8795909882 26.6872711182 0.0726050726164 0.00225933241465 0.0800796115334 mt mt 4.07260513306 4.07260513306 10.0431699753 10.0431699753 53.1999397278 53.1999397278 -0.26749971509 -0.26749971509 None None None None None None None None -1 -1 0.0 0.0 87.1616516113 0.341722160578 0.345744103193 0 1.77681994438 None 15 82.2918243408 53.4658432007 -2.4470539093 -2.46251010895 1 1 0.0 0.0 67.4496612549 0.54939198494 0.492708444595 0 1.77681994438 3.24445438385 -15 58.3903427124 25.5725917816 1.6181820631 1.66368424892
52 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 277.312683105 -1.28287231922 0 125.0 25 127.460464478 2.85029745102 2.73981642723 2.52918314934 42.1912994385 33.8010902405 0.0874802761855 0.0138270173632 0.127280530791 mt mt 1.05748581886 1.05748581886 11.204328537 11.204328537 87.6219329834 87.6219329834 -0.62091588974 -0.62091588974 -2.27209663391 -2.27209663391 3.74339175224 3.74339175224 80.4353179932 80.4353179932 0.0342411026359 0.0342411026359 -1 -1 0.0 0.0 215.907180786 -0.922526836395 -0.924941301346 0 1.77681994438 None 15 148.224227905 102.356330872 2.72710561752 2.72428607941 1 1 0.0 0.0 61.4054908752 -1.4709239006 -1.47355508804 0 1.77681994438 1.42498171329 -15 26.7860355377 30.8239173889 -1.03902518749 -1.04062330723
53 None None 1prong1pi0 1prong2pi0 0 0.0 0.0 193.510543823 -2.70226287842 0 125.0 25 19.721704483 0.771975278854 -2.40878200531 -2.9102332592 15.6039876938 23.9198665619 0.075181991589 -0.00336885231043 0.076902614307 et et None -2.18886733055 None 3.75794315338 None 28.2754325867 None 2.33350849152 -2.18886733055 None 3.75794315338 None 28.2754325867 None 2.33350849152 None 1 1 0.0 0.0 125.499221802 -1.15588235855 -1.15623760223 0 1.77681994438 None -15 71.8790588379 63.2408752441 0.704339683056 0.702193260193 -1 -1 0.0 0.0 68.0113220215 -0.758798599243 -0.759745419025 0 1.77681994438 5.13742446899 15 52.2194633484 50.3455200195 -2.4627802372 -2.47192287445
54 1prong1pi0 5prong5pi0 1prong1pi0 -1prong1pi0 0 0.0 0.0 221.87109375 -1.75027680397 0 125.0 25 61.82472229 1.6964802742 1.6401591301 1.72282791138 36.6030387878 18.3308601379 0.0954858705236 0.0150502027553 0.109314868921 tt tt 1.26342999935 0.326835483313 6.2296423912 11.7960720062 79.8332366943 54.0011329651 -0.75122821331 2.94295167923 None -4.45909309387 None 5.5317325592 None 44.3809127808 None -0.00509518291801 -1 1 0.0 0.0 112.50428772 -0.69548869133 1.26342999935 0 1.77681994438 6.2296423912 15 89.8657073975 79.8332366943 1.86987137794 -0.75122821331 1 -1 0.0 0.0 109.366798401 -1.93741452694 -0.665144383907 0 1.77681994438 2.1406185627 -15 30.8693141937 44.8175239563 -0.918919503689 1.87709164619
55 None None 1prong1pi0 1prong1pi0 0 0.0 0.0 154.851852417 -0.91498363018 0 125.0 25 63.0946617126 2.0598294735 1.67903292179 1.86443758011 39.9790153503 40.3638648987 0.078878300649 -0.00292092356836 0.128725471888 mt mt None -1.39358055592 None 6.24074411392 None 101.313095093 None -0.132419556379 None 0.0672371685505 None 20.3798904419 None 75.7366104126 None -2.6890130043 -1 -1 0.0 0.0 92.8086013794 -0.737687945366 -0.780965805054 0 1.77681994438 None 15 72.2306442261 33.5349502563 2.99461197853 2.9564371109 1 1 0.0 0.0 62.0432510376 -0.127755627036 -0.105755187571 0 1.77681994438 1.6481385231 -15 61.5151100159 24.2607860565 0.823445618153 0.81503456831
56 None None None None 0 0.0 0.0 146.07232666 0.614704072475 0 125.0 25 63.2480773926 1.534324646 2.15364265442 2.56219816208 22.3129386902 15.1385602951 0.0865711373739 0.000780056938225 0.0809560084151 em em 1.13401567936 1.13401567936 5.99279499054 5.99279499054 47.7479705811 47.7479705811 -1.60824561119 -1.60824561119 None 1.39169645309 None 3.58547973633 None 36.334728241 None -2.72198271751 -1 -1 0.0 0.0 80.5631027222 0.223092123866 0.229253277183 0 1.77681994438 None 15 78.5799179077 57.5071754456 0.669440925121 0.675704419613 1 1 0.0 0.0 65.5092315674 0.379045695066 0.387960255146 0 1.77681994438 None -15 61.0468940735 31.8992862701 2.90273213387 2.87767386436
57 3prong0pi0 3prong0pi0 1prong0pi0 3prong2pi0 0 0.0 0.0 367.262939453 -1.94720470905 0 125.0 25 96.5740203857 0.55309009552 1.15635371208 2.03990268707 16.6859855652 25.3363494873 0.103943981389 -0.0165349762356 0.128755868754 tt tt -1.49695086479 -1.49695086479 21.0482616425 21.0482616425 107.194549561 107.194549561 -2.33122205734 -2.33122205734 None None None None None None None None -1 -1 0.0 0.0 195.269165039 -1.36354756355 -1.36053085327 0 1.77681994438 1.03953480721 15 93.745010376 95.5110702515 -0.114173181355 -0.118517398834 1 1 0.0 0.0 171.993774414 -1.67262601852 -1.67737257481 0 1.77681994438 4.62148809433 -15 62.3823127747 47.4336013794 1.74739265442 1.75634610653
58 None None None None 0 0.0 0.0 234.996444702 0.410957723856 0 125.0 25 183.296127319 -1.29788398743 -1.1490803957 -1.14492952824 82.1495666504 99.2191543579 0.15306950662 0.00864300119072 0.0833554027611 em em -2.88794946671 -2.88794946671 15.3432006836 15.3432006836 131.894332886 131.894332886 1.51016175747 1.51016175747 4.06535863876 4.06535863876 9.42361354828 9.42361354828 83.8041305542 83.8041305542 2.29504156113 2.29504156113 1 1 0.0 0.0 119.166557312 -0.0787749812007 -0.0852410420775 0 1.77681994438 None -15 118.784561157 49.8017501831 -1.01655888557 -1.02234423161 -1 -1 0.0 0.0 115.82988739 0.972362279892 0.975733995438 0 1.77681994438 None 15 76.6393127441 58.4344520569 -1.74271082878 -1.75477194786
59 1prong2pi0 1prong2pi0 1prong1pi0 1prong1pi0 0 0.0 0.0 285.792297363 1.28141307831 0 125.0 25 132.498977661 0.756316244602 1.25509035587 0.51561832428 27.8701210022 27.7883968353 0.102643797939 -0.020563655429 0.11976271891 tt tt 1.65514361858 1.65514361858 7.92111587524 7.92111587524 74.0833282471 74.0833282471 -2.35234045982 -2.35234045982 -1.993694067 -1.993694067 7.3745007515 7.3745007515 62.8577346802 62.8577346802 -2.71367049217 -2.71367049217 1 1 0.0 0.0 209.298553467 1.41285943985 1.43453502655 0 1.77681994438 7.30833387375 -15 96.2007446289 80.8631210327 0.2378064394 0.248761758208 -1 -1 0.0 0.0 76.4937438965 0.483626037836 0.502515614033 0 1.77681994438 5.42104387283 15 68.3256530762 60.7154884338 1.52859961987 1.55697238445
60 None None 1prong2pi0 1prong2pi0 0 0.0 0.0 247.838577271 1.54448997974 0 125.0 25 87.3675537109 0.177739739418 0.358997672796 0.522656023502 35.4910087585 28.7917098999 0.0776147621169 -0.010333644201 0.0947653470115 et et 3.94343423843 3.94343423843 11.6185998917 11.6185998917 83.2720718384 83.2720718384 -2.7598721981 -2.7598721981 None None None None None None None None -1 -1 0.0 0.0 197.775772095 1.1299675703 1.14001834393 0 1.77681994438 None 15 115.701049805 79.6372146606 0.395504266024 0.394575923681 1 1 0.0 0.0 50.0628051758 0.86525374651 0.882782638073 0 1.77681994438 4.07352399826 -15 35.7806587219 38.3902244568 -2.19039225578 -2.19400453568
61 None None None 3prong1pi0 0 0.0 0.0 253.038574219 -0.989927768707 0 125.0 25 143.671951294 -2.34261012077 -2.6075091362 -2.23623275757 76.919631958 46.4510269165 0.0975572559978 -0.0214120746322 0.111123754922 ee et -1.57633972168 -1.57633972168 12.7312231064 12.7312231064 109.571357727 109.571357727 0.546959161758 0.546959161758 None None None None None None None None -1 -1 0.0 0.0 180.568572998 -1.21159541607 -1.23449587822 0 1.77681994438 None 15 98.7593765259 30.2329006195 -2.80598950386 -2.8202586174 1 1 0.0 0.0 72.4700012207 -0.216753229499 -0.235785871744 0 1.77681994438 4.45505237579 -15 70.7790222168 58.0046195984 -1.66917979717 -1.6648696661
62 3prong0pi0 3prong0pi0 3prong0pi0 3prong0pi0 0 0.0 0.0 237.946670532 -1.15721583366 0 125.0 25 115.847900391 -2.91924500465 -2.03511238098 -3.12638878822 7.7587146759 15.9528503418 0.10990108901 0.0182875897224 0.142562113607 tt tt -0.00546506978571 -0.00546506978571 8.44361400604 8.44361400604 71.1035995483 71.1035995483 0.123476415873 0.123476415873 2.75679850578 -1.29973101616 9.03485107422 11.0155448914 55.3451004028 70.2421417236 1.67157173157 -0.839111566544 -1 -1 0.0 0.0 141.887664795 -0.756208002567 -0.757068097591 0 1.77681994438 1.15836751461 15 109.151481628 104.995529175 2.83219456673 2.83349251747 1 1 0.0 0.0 96.0589981079 -1.05884587765 -1.053378582 0 1.77681994438 1.18774902821 -15 59.4709663391 49.7694587708 -1.72317993641 -1.72306525707
63 1prong2pi0 1prong1pi0 1prong2pi0 1prong1pi0 0 0.0 0.0 173.171722412 0.934930205345 0 125.0 25 81.5387039185 1.09719562531 0.844830214977 0.936328530312 5.34734869003 14.0404520035 0.117082480808 0.00465704406359 0.0941929651758 tt tt 0.136410236359 0.136410236359 6.89207839966 6.89207839966 70.6119689941 70.6119689941 -1.73206496239 -1.73206496239 None 0.702300012112 None 3.49260306358 None 29.7441997528 None 2.93756008148 1 1 0.0 0.0 85.956451416 0.336669176817 0.326762229204 0 1.77681994438 1.89866495132 -15 81.2875900269 80.3307266235 1.89604628086 1.89019215107 -1 -1 0.0 0.0 87.2152633667 0.843186557293 0.819929897785 0 1.77681994438 0.787150144577 15 63.3217811584 58.282497406 -0.0705218985677 -0.0190308112651
64 3prong0pi0 3prong0pi0 1prong2pi0 1prong2pi0 0 0.0 0.0 165.420379639 0.756750643253 0 125.0 25 83.3263244629 1.40007054806 2.1728272438 2.07062864304 95.5234603882 119.853416443 0.158228039345 0.0245263913738 0.0940654964301 tt tt None 0.640585124493 None 17.827047348 None 140.736038208 None -1.32472109795 None None None None None None None None -1 -1 0.0 0.0 102.114562988 0.505181729794 0.480615586042 0 1.77681994438 3.35726737976 15 90.3259048462 67.9514846802 2.09456157684 2.11881709099 1 1 0.0 0.0 63.3058242798 0.356563001871 0.359088778496 0 1.77681994438 1.61560308933 -15 59.4608268738 57.7699508667 0.0656011328101 0.0649628341198
65 None None 3prong0pi0 5prong1pi0 0 0.0 0.0 342.55380249 1.3056229353 0 125.0 25 161.036849976 -0.24890191853 -0.252452552319 -0.400929838419 80.9511260986 82.0894851685 0.12434015576 0.0289461324922 0.122645460836 mt mt 1.48359811306 1.48359811306 19.3967952728 19.3967952728 104.563041687 104.563041687 1.97456288338 1.97456288338 None 1.37998139858 None 8.09498214722 None 51.1943321228 None -2.92749786377 1 1 0.0 0.0 283.881988525 1.03027415276 1.02817225456 0 1.77681994438 None -15 179.740127563 96.3714599609 -0.256942242384 -0.262283623219 -1 -1 0.0 0.0 58.6718101501 1.8066778183 2.14880561829 0 1.77681994438 18.5493717194 15 18.7532272339 96.6895523071 2.81555294991 2.68397426605
